record_id,ArticleTitle,Contributor,Source,PublicationYear,Summary,Identifier
scholar_00319,Dpulicate Detection: Challenges and Opportunities,Alicia Sharma; Pedro Thomas; Olga O'Brien; Jin Martinez,Int. World Wide Web Conference,2007,We study the problem of duplicate detection: challenges and opportunities. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1319/www.2007.00319
scholar_00417,Sentiment Analysis: From Theory to Practice,Julia Hernandez; Marco Petrov,AIJ,2009,"In this paper, we propose sentiment analysis: from theory to practice. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1417/aij.2009.00417
scholar_00219,Anomaly Detection in the Wild,Fatima Patel; Pedro Thomas; Julia Hernandez; Jin Martinez,Int. Conf. on Machine Learning,2003,We study the problem of anomaly detection in the wild. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1219/icml.2003.00219
scholar_00434,Contrastive Learning Over IoT Sensor Data,Marco Petrov; David Nakamura; Eric Ferreira,North American Chapter of the ACL,2002,We study the problem of contrastive learning over iot sensor data. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1434/naacl.2002.00434
scholar_00385,Explainable AI with Context-Aware Constraints,Mei Nguyen; Alex Thompson,IS,2001,We study the problem of explainable ai with context-aware constraints. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1385/is.2001.00385
scholar_00254,Data Integration Over IoT Sensor Data,Wei Silva; David Nakamura; Ahmed Wilson,North American Chapter of the ACL,2014,We introduce a new method for data integration over iot sensor data. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1254/naacl.2014.00254
scholar_00005,A Context-Aware rFamework for Collaborative Filtering,Emma Kim; Alex Thompson,IEEE Int. Conf. on Data Mining,2005,"In this paper, we propose a context-aware framework for collaborative filtering. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1005/icdm.2005.00005
scholar_00055,Knowledge Graph Embedding with Adaptive Constraints,Elena Anderson; Michael Brown; Emma Kim; Tom Dubois,IS,2007,"In this paper, we propose knowledge graph embedding with adaptive constraints. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1055/is.2007.00055
scholar_00131,Robust Truth Discovery for Social Networks,Ines Okonkwo; Eric Ferreira; Nadia Johansson; Peng White,CVPR,2011,We study the problem of robust truth discovery for social networks. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1131/cvpr.2011.00131
scholar_00256,Named Entity Recognition for Spatial Data,Chen Deng,Int. Joint Conf. on Artificial Intelligence,2016,"In this paper, we propose named entity recognition for spatial data. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1256/ijcai.2016.00256
scholar_00475,Weak Supervision with Adaptive Constraints,Priya Kumar; Michael Brown; Mei Nguyen; Tom Dubois,IS,2019,We study the problem of weak supervision with adaptive constraints. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1475/is.2019.00475
scholar_00456,Named Entity Recognition via Spatial Data,Chen Deng,ACM SIGKDD Conf. on Knowledge Discovery and Data Mining,2000,This work addresses the problem of named entity recognition via spatial data. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1456/kdd.2000.00456
scholar_00079,Duplicate Detection: Challenges and Opportunities,Alicia Sharma; Pedro Thomas; Olga O'Brien; Jin Martinez,Int. World Wide Web Conference,2007,We study the problem of duplicate detection: challenges and opportunities. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1079/www.2007.00079
scholar_00153,Discriminative Differential Privacy at Scale,Nadia Johansson; Reza Yamamoto,EDBT,2009,This work addresses the problem of discriminative differential privacy at scale. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1153/edbt.2009.00153
scholar_00496,Named Entity Recognition for Spatial Data,Chen Deng,Int. Joint Conf. on Artificial Intelligence,2016,"In this paper, we propose named entity recognition for spatial data. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1496/ijcai.2016.00496
scholar_00124,Topic Modelling: Challenges and Opportunities,Peng White,ACM Symposium on Principles of Database Systems,2004,"In this paper, we propose topic modelling: challenges and opportunities. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1124/pods.2004.00124
scholar_00392,Towards Probabilistic Matrix Factorisation,Diego Taylor,IEEE Int. Conf. on Data Engineering,2008,We introduce a new method for towards probabilistic matrix factorisation. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1392/icde.2008.00392
scholar_00381,Self-Supervised Learning via Financial Transactions,Grace Jackson; Ahmed Wilson,TKDE,2021,We present a novel approach for self-supervised learning via financial transactions. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1381/tkde.2021.00381
scholar_00107,Towards Semi-Supervised Entity Resolution,Maria Harris; Wei Silva; Anna Lee; David Nakamura,CIKM,2011,We study the problem of towards semi-supervised entity resolution. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1107/cikm.2011.00107
scholar_00424,Data Fusion: Challenges and Opportunities,Kenji Johnson,ACM Symposium on Principles of Database Systems,2016,This work addresses the problem of data fusion: challenges and opportunities. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1424/pods.2016.00424
scholar_00497,Towards Hybrid Sentiment Analysis,Julia Hernandez; Marco Petrov,Int. Conf. on Information and Knowledge Management,2017,This work addresses the problem of towards hybrid sentiment analysis. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1497/cikm.2017.00497
scholar_00309,Information Extraction in the Wild,Laura Garcia; Robert Rossi,ICML,2021,We present a novel approach for information extraction in the wild. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1309/icml.2021.00309
scholar_00372,Data Cleaning: From Theory to Practice,Sven Chen,ACL,2012,"In this paper, we propose data cleaning: from theory to practice. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1372/acl.2012.00372
scholar_00033,Discriminative Differential Privacy at Scale,Nadia Johansson; Reza Yamamoto,EDBT,2010,This work addresses the problem of discriminative differential privacy at scale. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1033/edbt.2009.00033
scholar_00452,Towards Probabilistic Data Cleaning,Sven Chen,IEEE Int. Conf. on Data Engineering,2020,We study the problem of towards probabilistic data cleaning. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1452/icde.2020.00452
scholar_00366,Time Series Forecasting via Heterogeneous Sources,Yuki Müller; Sven Chen; Robert Rossi,ACM SIGKDD Conf. on Knowledge Discovery and Data Mining,2006,"In this paper, we propose time series forecasting via heterogeneous sources. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1366/kdd.2006.00366
scholar_00009,Scalable Indexing in the Wild,Sophie Cohen; Robert Rossi,ICML,2009,"In this paper, we propose scalable indexing in the wild. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1009/icml.2009.00009
scholar_00159,Duplicate Detection in the Wild,Alicia Sharma; Pedro Thomas; Olga O'Brien; Jin Martinez,ICML,2015,We present a novel approach for duplicate detection in the wild. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1159/icml.2015.00159
scholar_00263,Efficient LSH Hashing: A Survey,Rachel Wang; Yuki Müller; Laura Garcia; Sven Chen,ACM Transactions on Knowledge Discovery from Data,2023,"In this paper, we propose efficient lsh hashing: a survey. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1263/tkdd.2023.00263
scholar_00073,Learning-Based Differential Privacy,Nadia Johansson; Reza Yamamoto,Conf. on Empirical Methods in Natural Language Processing,2001,This work addresses the problem of learning-based differential privacy. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1073/emnlp.2001.00073
scholar_00041,Robust Schema Matching for Financial Transactions,Anna Lee; Ahmed Wilson,CVPR,2017,"In this paper, we propose robust schema matching for financial transactions. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1041/cvpr.2017.00041
scholar_00477,Column Stores: From Theory to Practice,Olga O'Brien; Marco Petrov,Artificial Intelligence,2021,We study the problem of column stores: from theory to practice. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1477/aij.2021.00477
scholar_00283,Learning-Based Relation Extraction,Sara Fischer; Yuki Müller; Sophie Cohen; Sven Chen,EMNLP,2019,This work addresses the problem of learning-based relation extraction. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1283/emnlp.2019.00283
scholar_00375,Knowledge Graph Embedding: A Adaptive Approach,Elena Anderson; Michael Brown; Emma Kim; Tom Dubois,AAAI Conf. on Artificial Intelligence,2015,"In this paper, we propose knowledge graph embedding: a adaptive approach. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1375/aaai.2015.00375
scholar_00250,Stream Processing with Generative Constraints,Alex Thompson; Tom Dubois; Michael Brown,Int. Conf. on Learning Representations,2010,We present a novel approach for stream processing with generative constraints. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1250/iclr.2010.00250
scholar_00015,Knowledge Graph Embedding: A Adaptive Approach,Elena Anderson; Michael Brown; Emma Kim; Tom Dubois,AAAI Conf. on Artificial Intelligence,2015,"In this paper, we propose knowledge graph embedding: a adaptive approach. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1015/aaai.2015.00015
scholar_00292,Improving Data Cleaning with Probabilistic Models,Sven Chen,ACM Transactions on Database Systems,2004,We introduce a new method for improving data cleaning with probabilistic models. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1292/tods.2004.00292
scholar_00175,Knowledge Graph Embedding with Adaptive Constraints,Elena Anderson; Michael Brown; Emma Kim; Tom Dubois,IS,2007,"In this paper, we propose knowledge graph embedding with adaptive constraints. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1175/is.2007.00175
scholar_00408,Multi-Source Active Learning at Scale,Carlos Tanaka,SIGIR,2000,"In this paper, we propose multi-source active learning at scale. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1408/sigir.2000.00408
scholar_00149,Information Extraction Over Streaming Data,Laura Garcia; Robert Rossi,KAIS,2005,We study the problem of information extraction over streaming data. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1149/kais.2005.00149
scholar_00258,Joint Approximate Nearest Neighbour at Scale,Robert Rossi; Jin Martinez; Wei Silva,ACM SIGIR Conf. on Research and Development in IR,2018,We present a novel approach for joint approximate nearest neighbour at scale. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1258/sigir.2018.00258
scholar_00036,Bloom Filters via Spatial Data,Jin Martinez,ACM SIGKDD Conf. on Knowledge Discovery and Data Mining,2012,We present a novel approach for bloom filters via spatial data. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1036/kdd.2012.00036
scholar_00313,Learning-Based Differential Privacy,Nadia Johansson; Reza Yamamoto,Conf. on Empirical Methods in Natural Language Processing,2001,This work addresses the problem of learning-based differential privacy. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1313/emnlp.2001.00313
scholar_00460,Federated Learning with Scalable Constraints,Tom Dubois,Int. Conf. on Learning Representations,2004,"In this paper, we propose federated learning with scalable constraints. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1460/iclr.2004.00460
scholar_00299,Anomaly Detection Over Open Government Data,Fatima Patel; Pedro Thomas; Julia Hernandez; Jin Martinez,Knowledge and Information Systems,2011,We present a novel approach for anomaly detection over open government data. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1299/kais.2011.00299
scholar_00090,Stream Processing: A Generative Approach,Alex Thompson; Tom Dubois; Michael Brown,Proc. VLDB Endowment,2018,We present a novel approach for stream processing: a generative approach. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1090/vldb.2018.00090
scholar_00298,Learning-Based Approximate Nearest Neighbour,Robert Rossi; Jin Martinez; Wei Silva,Data Mining and Knowledge Discovery,2010,We present a novel approach for learning-based approximate nearest neighbour. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1298/dmkd.2010.00298
scholar_00413,Discriminative Data Wrangling: A Survey,Natasha Zhang; Reza Yamamoto,ACM Transactions on Knowledge Discovery from Data,2005,We present a novel approach for discriminative data wrangling: a survey. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1413/tkdd.2005.00413
scholar_00133,Learning-Based Data Wrangling,Natasha Zhang; Reza Yamamoto,Conf. on Empirical Methods in Natural Language Processing,2013,This work addresses the problem of learning-based data wrangling. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1133/emnlp.2013.00133
scholar_00443,Efficient Relation Extraction: A Survey,Sara Fischer; Yuki Müller; Sophie Cohen; Sven Chen,TKDD,2011,We study the problem of efficient relation extraction: a survey. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1443/tkdd.2011.00443
scholar_00363,Efficient Relation Extraction at Scale,Sara Fischer; Yuki Müller; Sophie Cohen; Sven Chen,EDBT,2003,This work addresses the problem of efficient relation extraction at scale. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1363/edbt.2003.00363
scholar_00282,Graph Neural Networks: From Theory to Practice,Ahmed Wilson; Peng White; Yuki Müller,ACL,2018,"In this paper, we propose graph neural networks: from theory to practice. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1282/acl.2018.00282
scholar_00414,Data Integration in the Wild,Wei Silva; David Nakamura; Ahmed Wilson,VLDBJ,2006,"In this paper, we propose data integration in the wild. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1414/vldbj.2006.00414
scholar_00069,Information Extraction in the Wild,Laura Garcia; Robert Rossi,ICML,2021,We present a novel approach for information extraction in the wild. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1069/icml.2021.00069
scholar_00125,A Context-Aware Framework for Collaborative Filtering,Emma Kim; Alex Thompson,IEEE Int. Conf. on Data Mining,2005,"In this paper, we propose a context-aware framework for collaborative filtering. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1125/icdm.2005.00125
scholar_00360,Query Processing: A Scalable Approach,James Smith,VLDB,2000,This work addresses the problem of query processing: a scalable approach. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1360/vldb.2000.00360
scholar_00139,Anomaly Detection: Challenges and Opportunities,Fatima Patel; Pedro Thomas; Julia Hernandez; Jin Martinez,WWW,2019,We present a novel approach for anomaly detection: challenges and opportunities. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1139/www.2019.00139
scholar_00437,Towards Hybrid Column Stores,Olga O'Brien; Marco Petrov,Int. Conf. on Information and Knowledge Management,2005,"In this paper, we propose towards hybrid column stores. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1437/cikm.2005.00437
scholar_00324,Topic Modelling in the Wild,Peng White,VLDBJ,2012,We study the problem of topic modelling in the wild. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1324/vldbj.2012.00324
scholar_00172,Improving Data Cleaning with Probabilistic Models,Sven Chen,ACM Transactions on Database Systems,2004,We introduce a new method for improving data cleaning with probabilistic models. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1172/tods.2004.00172
scholar_00337,Improving Sentiment Analysis with Hybrid Models,Julia Hernandez; Marco Petrov,SDM,2001,We present a novel approach for improving sentiment analysis with hybrid models. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1337/sdm.2001.00337
scholar_00343,Learning-Based LSH Hashing,Rachel Wang; Yuki Müller; Laura Garcia; Sven Chen,Conf. on Empirical Methods in Natural Language Processing,2007,"In this paper, we propose learning-based lsh hashing. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1343/emnlp.2007.00343
scholar_00243,Efficient Relation Extraction at Scale,Sara Fischer; Yuki Müller; Sophie Cohen; Sven Chen,Int. Conf. on Extending Database Technology,2003,This work addresses the problem of efficient relation extraction at scale. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1243/edbt.2003.00243
scholar_00415,Knowledge Graph Embedding with Adaptive Constraints,Elena Anderson; Michael Brown; Emma Kim; Tom Dubois,Information Systems,2007,"In this paper, we propose knowledge graph embedding with adaptive constraints. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1415/is.2007.00415
scholar_00351,Dense Retrieval via Social Networks,Alice Kovacs; Eric Ferreira; Natasha Zhang; Peng White,TKDE,2015,We present a novel approach for dense retrieval via social networks. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1351/tkde.2015.00351
scholar_00253,Learning-Based Data Wrangling,Natasha Zhang; Reza Yamamoto,Conf. on Empirical Methods in Natural Language Processing,2013,This work addresses the problem of learning-based data wrangling. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1253/emnlp.2013.00253
scholar_00462,Data Augmentation: From Theory to Practice,Eric Ferreira; Peng White; Reza Yamamoto,ACL,2006,We introduce a new method for data augmentation: from theory to practice. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1462/acl.2006.00462
scholar_00217,Improving Sentiment Analysis with Hybrid Models,Julia Hernandez; Marco Petrov,SDM,2001,We present a novel approach for improving sentiment analysis with hybrid models. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1217/sdm.2001.00217
scholar_00281,Robust Schema Matching for Financial Transactions,Anna Lee; Ahmed Wilson,CVPR,2017,"In this paper, we propose robust schema matching for financial transactions. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1281/cvpr.2017.00281
scholar_00265,Explainable AI with Context-Aware Constraints,Mei Nguyen; Alex Thompson,IS,2001,We study the problem of explainable ai with context-aware constraints. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1265/is.2001.00265
scholar_00394,Contrastive Learning: Challenges and Opportunities,Marco Petrov; David Nakamura; Eric Ferreira,PODS,2010,This work addresses the problem of contrastive learning: challenges and opportunities. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1394/pods.2010.00394
scholar_00174,Data Integration in the Wild,Wei Silva; David Nakamura; Ahmed Wilson,VLDBJ,2006,"In this paper, we propose data integration in the wild. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1174/vldbj.2006.00174
scholar_00268,Learning-Based Record Linkage,David Nakamura,Data Mining and Knowledge Discovery,2004,We study the problem of learning-based record linkage. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1268/dmkd.2004.00268
scholar_00105,Explainable AI: A Context-Aware Approach,Mei Nguyen; Alex Thompson,AAAI,2009,We present a novel approach for explainable ai: a context-aware approach. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1105/aaai.2009.00105
scholar_00252,Data Cleaning: From Theory to Practice,Sven Chen,ACL,2012,"In this paper, we propose data cleaning: from theory to practice. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1252/acl.2012.00252
scholar_00169,Scalable Indexing: Challenges and Opportunities,Sophie Cohen; Robert Rossi,Int. World Wide Web Conference,2001,This work addresses the problem of scalable indexing: challenges and opportunities. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1169/www.2001.00169
scholar_00052,Improving Data Cleaning with Probabilistic Models,Sven Chen,TODS,2004,We introduce a new method for improving data cleaning with probabilistic models. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1052/tods.2004.00052
scholar_00290,A Generative Framework for Stream Processing,Alex Thompson; Tom Dubois; Michael Brown,WSDM,2002,We present a novel approach for a generative framework for stream processing. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1290/wsdm.2002.00290
scholar_00321,Schema Matching via Financial Transactions,Anna Lee; Ahmed Wilson,TKDE,2009,We present a novel approach for schema matching via financial transactions. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1321/tkde.2009.00321
scholar_00202,Improving Graph Neural Networks with Parallel Models,Ahmed Wilson; Peng White; Yuki Müller,ACM Transactions on Database Systems,2010,We study the problem of improving graph neural networks with parallel models. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1202/tods.2010.00202
scholar_00358,Learning-Based Causal Inference,Pedro Thomas; Jin Martinez; Marco Petrov,Data Mining and Knowledge Discovery,2022,"In this paper, we propose learning-based causal inference. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1358/dmkd.2022.00358
scholar_00003,Efficient Relation Extraction at Scale,Sara Fischer; Yuki Müller; Sophie Cohen; Sven Chen,EDBT,2003,This work addresses the problem of efficient relation extraction at scale. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1003/edbt.2003.00003
scholar_00295,Knowledge Graph Embedding with Adaptive Constraints,Elena Anderson; Michael Brown; Emma Kim; Tom Dubois,IS,2007,"In this paper, we propose knowledge graph embedding with adaptive constraints. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1295/is.2007.00295
scholar_00035,A Adaptive Framework for Weak Supervision,Priya Kumar; Michael Brown; Mei Nguyen; Tom Dubois,IEEE Int. Conf. on Data Mining,2011,"In this paper, we propose a adaptive framework for weak supervision. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1035/icdm.2011.00035
scholar_00028,Learning-Based Record Linkage,David Nakamura,Data Mining and Knowledge Discovery,2004,We study the problem of learning-based record linkage. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1028/dmkd.2004.00028
scholar_00433,Learning-Based Differential Privacy,Nadia Johansson; Reza Yamamoto,Conf. on Empirical Methods in Natural Language Processing,2001,This work addresses the problem of learning-based differential privacy. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1433/emnlp.2001.00433
scholar_00300,Federated Learning: A Scalable Approach,Tom Dubois,Proc. VLDB Endowment,2012,"In this paper, we propose federated learning: a scalable approach. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1300/vldb.2012.00300
scholar_00006,Time Series Forecasting via Heterogeneous Soucres,Yuki Müller; Sven Chen; Robert Rossi,ACM SIGKDD Conf. on Knowledge Discovery and Data Mining,2006,"In this paper, we propose time series forecasting via heterogeneous sources. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1006/kdd.2006.00006
scholar_00020,A Scalable Framework for Federated Learning,Tom Dubois,ACM Int. Conf. on Web Search and Data Mining,2020,We present a novel approach for a scalable framework for federated learning. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1020/wsdm.2020.00020
scholar_00218,Joint Approximate Nearest Neighbour: A Survey,Robert Rossi; Jin Martinez; Wei Silva,Advances in Neural Information Processing Systems,2002,We introduce a new method for joint approximate nearest neighbour: a survey. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1218/neurips.2002.00218
scholar_00465,Explainable AI: A Context-Aware Approach,Mei Nguyen; Alex Thompson,AAAI,2009,We present a novel approach for explainable ai: a context-aware approach. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1465/aaai.2009.00465
scholar_00230,A Generative Framework for Text Classification,Michael Brown; Tom Dubois; Alex Thompson,ACM Int. Conf. on Web Search and Data Mining,2014,This work addresses the problem of a generative framework for text classification. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1230/wsdm.2014.00230
scholar_00348,Multi-Source Record Linkage at Scale,David Nakamura,ACM SIGIR Conf. on Research and Development in IR,2012,This work addresses the problem of multi-source record linkage at scale. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1348/sigir.2012.00348
scholar_00231,Dense Retrieval via Social Networks,Alice Kovacs; Eric Ferreira; Natasha Zhang; Peng White,TKDE,2016,We present a novel approach for dense retrieval via social networks. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1231/tkde.2015.00231
scholar_00476,Robust Bloom Filters for Spatial Data,Jin Martinez,JMLR,2020,"In this paper, we propose robust bloom filters for spatial data. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1476/jmlr.2020.00476
scholar_00333,Discriminative Data Wrangling at Scale,Natasha Zhang; Reza Yamamoto,Int. Conf. on Extending Database Technology,2021,We introduce a new method for discriminative data wrangling at scale. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1333/edbt.2021.00333
scholar_00044,Topic Modelling Over Web Data,Peng White,NAACL,2020,This work addresses the problem of topic modelling over web data. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1044/naacl.2020.00044
scholar_00277,Improving Column Stores with Hybrid Models,Olga O'Brien; Marco Petrov,SIAM Int. Conf. on Data Mining,2013,We study the problem of improving column stores with hybrid models. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1277/sdm.2013.00277
scholar_00278,Joint Causal Inference: A Survey,Pedro Thomas; Jin Martinez; Marco Petrov,NeurIPS,2014,We introduce a new method for joint causal inference: a survey. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1278/neurips.2014.00278
scholar_00395,A Adaptive Framework for Weak Supervision,Priya Kumar; Michael Brown; Mei Nguyen; Tom Dubois,IEEE Int. Conf. on Data Mining,2011,"In this paper, we propose a adaptive framework for weak supervision. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1395/icdm.2011.00395
scholar_00445,Collaborative Filtering with Context-Aware Constraints,Emma Kim; Alex Thompson,IS,2013,We introduce a new method for collaborative filtering with context-aware constraints. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1445/is.2013.00445
scholar_00061,Self-Supervised Learning for Financial Transactions,Grace Jackson; Ahmed Wilson,ACM SIGMOD Int. Conf. Management of Data,2013,We present a novel approach for self-supervised learning for financial transactions. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1061/sigmod.2013.00061
scholar_00388,Learning-Based Record Linkage,David Nakamura,Data Mining and Knowledge Discovery,2004,We study the problem of learning-based record linkage. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1388/dmkd.2004.00388
scholar_00183,Efficient LSH Hashing at Scale,Rachel Wang; Yuki Müller; Laura Garcia; Sven Chen,Int. Conf. on Extending Database Technology,2015,This work addresses the problem of efficient lsh hashing at scale. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1183/edbt.2015.00183
scholar_00492,Data Cleaning: From Theory to Practice,Sven Chen,ACL,2012,"In this paper, we propose data cleaning: from theory to practice. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1492/acl.2012.00492
scholar_00364,Topic Modelling: Challenges and Opportunities,Peng White,ACM Symposium on Principles of Database Systems,2004,"In this paper, we propose topic modelling: challenges and opportunities. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1364/pods.2004.00364
